starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 20 20:18:00 2014	1392920280	0	1097	1097	1080
Thu Feb 20 20:18:00 2014	1392920280	0	1097	1097	1082
Thu Feb 20 20:18:06 2014	1392920286	0	1097	1097	1073
Thu Feb 20 20:18:19 2014	1392920299	0	1097	1097	1073
Thu Feb 20 20:18:01 2014	1392920281	0	1097	1097	1081
Thu Feb 20 20:18:15 2014	1392920295	0	1097	1097	1083
Thu Feb 20 20:18:16 2014	1392920296	0	1097	1097	1082
Thu Feb 20 20:18:13 2014	1392920293	0	1097	1097	1082
Thu Feb 20 20:18:15 2014	1392920295	0	1097	1097	1081
Thu Feb 20 20:18:03 2014	1392920283	0	1097	1097	1084
Thu Feb 20 20:18:03 2014	1392920283	0	1097	1097	1083
Thu Feb 20 20:18:08 2014	1392920288	0	1097	1097	1081
Thu Feb 20 20:18:03 2014	1392920283	0	1097	1097	1074
Thu Feb 20 20:18:17 2014	1392920297	0	1098	1098	1082
Thu Feb 20 20:18:02 2014	1392920282	0	1098	1098	1073
Thu Feb 20 20:18:12 2014	1392920292	0	1098	1098	1085
Thu Feb 20 20:18:04 2014	1392920284	0	1098	1098	1081
Thu Feb 20 20:18:19 2014	1392920299	0	1098	1098	1083
Thu Feb 20 20:18:20 2014	1392920300	0	1098	1098	1073
Thu Feb 20 20:18:11 2014	1392920291	0	1098	1098	1084
Thu Feb 20 20:18:12 2014	1392920292	0	1098	1098	1077
Thu Feb 20 20:18:19 2014	1392920299	0	1099	1099	1083
Thu Feb 20 20:18:13 2014	1392920293	0	1099	1099	1082
Thu Feb 20 20:18:03 2014	1392920283	0	1099	1099	1082
Thu Feb 20 20:18:19 2014	1392920299	0	1099	1099	1083
Thu Feb 20 20:18:16 2014	1392920296	0	1099	1099	1072
Thu Feb 20 20:18:13 2014	1392920293	0	1099	1099	1083
Thu Feb 20 20:18:12 2014	1392920292	0	1099	1099	1081
Thu Feb 20 20:18:01 2014	1392920281	0	1099	1099	1079
Thu Feb 20 20:18:13 2014	1392920293	0	1099	1099	1079
Thu Feb 20 20:18:08 2014	1392920288	0	1099	1099	1081
Thu Feb 20 20:18:13 2014	1392920293	0	1099	1099	1084
Thu Feb 20 20:18:03 2014	1392920283	0	1099	1099	1083
Thu Feb 20 20:18:08 2014	1392920288	0	1099	1099	1085
Thu Feb 20 20:18:17 2014	1392920297	0	1099	1099	1078
Thu Feb 20 20:18:19 2014	1392920299	0	1099	1099	1076
Thu Feb 20 20:18:02 2014	1392920282	0	1099	1099	1075
Thu Feb 20 20:18:03 2014	1392920283	0	1099	1099	1083
Thu Feb 20 20:18:03 2014	1392920283	0	1099	1099	1075
Thu Feb 20 20:18:07 2014	1392920287	0	1099	1099	1074
Thu Feb 20 20:18:08 2014	1392920288	0	1099	1099	1083
Thu Feb 20 20:18:16 2014	1392920296	0	1099	1099	1083
Thu Feb 20 20:18:08 2014	1392920288	0	1099	1100	1080
Thu Feb 20 20:18:16 2014	1392920296	0	1100	1100	1085
Thu Feb 20 20:18:16 2014	1392920296	0	1100	1100	1083
Thu Feb 20 20:18:11 2014	1392920291	0	1100	1100	1083
Thu Feb 20 20:18:00 2014	1392920280	0	1100	1100	1082
Thu Feb 20 20:18:00 2014	1392920280	8	1092	1100	1072
Thu Feb 20 20:18:13 2014	1392920293	0	1100	1100	1081
Thu Feb 20 20:18:14 2014	1392920294	0	1100	1100	1080
Thu Feb 20 20:18:02 2014	1392920282	0	1100	1100	1085
Thu Feb 20 20:18:14 2014	1392920294	0	1100	1100	1083
Thu Feb 20 20:18:16 2014	1392920296	0	1100	1100	1083
Thu Feb 20 20:18:17 2014	1392920297	0	1100	1100	1083
Thu Feb 20 20:18:10 2014	1392920290	0	1100	1100	1079
Thu Feb 20 20:18:11 2014	1392920291	0	1100	1100	1075
Thu Feb 20 20:18:01 2014	1392920281	0	1100	1100	1068
Thu Feb 20 20:18:06 2014	1392920286	0	1100	1100	1086
Thu Feb 20 20:18:15 2014	1392920295	0	1100	1100	1086
Thu Feb 20 20:18:06 2014	1392920286	0	1100	1100	1085
Thu Feb 20 20:18:03 2014	1392920283	0	1101	1101	1074
Thu Feb 20 20:18:12 2014	1392920292	0	1101	1101	1084
Thu Feb 20 20:18:11 2014	1392920291	0	1101	1101	1084
Thu Feb 20 20:18:17 2014	1392920297	0	1101	1101	1085
Thu Feb 20 20:18:16 2014	1392920296	0	1101	1101	1074
Thu Feb 20 20:18:02 2014	1392920282	0	1101	1101	1088
Thu Feb 20 20:18:14 2014	1392920294	0	1101	1101	1086
Thu Feb 20 20:18:04 2014	1392920284	0	1101	1101	1083
Thu Feb 20 20:18:02 2014	1392920282	0	1101	1101	1083
Thu Feb 20 20:18:17 2014	1392920297	0	1101	1101	1087
Thu Feb 20 20:18:14 2014	1392920294	0	1101	1101	1087
Thu Feb 20 20:18:02 2014	1392920282	0	1101	1101	1086
Thu Feb 20 20:18:12 2014	1392920292	0	1101	1101	1086
Thu Feb 20 20:18:10 2014	1392920290	0	1101	1101	1085
Thu Feb 20 20:18:12 2014	1392920292	0	1101	1101	1076
